Index,Date,name,Scenario,Figure,Value,BusinessUnit,Factor
1695,2023-01-01,Coal Mined (Mt),Actual,Year-To-Date,2.47884,ACME,1000000
1696,2023-01-01,Coal Mined (Mt),Actual,Month,2.47884,ACME,1000000
1697,2023-01-01,Coal Mined (Mt),Plan,Year-To-Date,2.07768,ACME,1000000
1698,2023-01-01,Coal Mined (Mt),Plan,Month,2.07768,ACME,1000000
1699,2023-01-01,Yield (%),Actual,Year-To-Date,39.084,Deep Earth Exploration Unit,1
1700,2023-01-01,Yield (%),Actual,Month,39.084,Deep Earth Exploration Unit,1
1701,2023-01-01,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
1702,2023-01-01,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
1703,2023-01-01,Coal Dry Mining (Mt),Actual,Year-To-Date,1.44,Deep Earth Exploration Unit,1000000
1704,2023-01-01,Coal Dry Mining (Mt),Actual,Month,1.44,Deep Earth Exploration Unit,1000000
1705,2023-01-01,Coal Dry Mining (Mt),Actual,Year-To-Date,0.7734,ACME,1000000
1706,2023-01-01,Coal Dry Mining (Mt),Actual,Month,0.7734,ACME,1000000
1707,2023-01-01,Coal Dry Mining (Mt),Plan,Year-To-Date,0.7734,ACME,1000000
1708,2023-01-01,Drills per Hour (TOH),Actual,Month,504.669,Drill & Blast Division,1
1709,2023-01-01,Drills per Hour (TOH),Actual,Month,31478.5878,Pacific Surface Mining Solutions,1
1710,2023-01-01,Drills per Hour (TOH),Actual,Month,28968.75372,Geomining Innovations,1
1711,2023-01-01,Drills per Hour (TOH),Actual,Month,237.91824,Deep Earth Exploration Unit,1
1712,2023-01-01,Drills per Hour (TOH),Actual,Month,146.41944,ACME,1
1713,2023-01-01,Drills per Hour (TOH),Actual,Month,46668.32844,Rock Solid Enterprises,1
1714,2023-01-01,Drills per Hour (TOH),Actual,Month,4194.2394,Core Extraction Systems,1
1715,2023-01-01,Drills per Hour (TOH),Actual,Month,6704.90388,Mineral Extraction Technologies,1
1716,2023-01-01,Rate (Mt.EFH Km),Actual,Year-To-Date,3378.8802,Core Extraction Systems,1
1717,2023-01-01,Rate (Mt.EFH Km),Actual,Month,3378.8802,Core Extraction Systems,1
1718,2023-01-01,Rate (Mt.EFH Km),Actual,Year-To-Date,4225.87968,Mineral Extraction Technologies,1
1719,2023-01-01,Rate (Mt.EFH Km),Actua,Month,4225.87968,Mineral Extraction Technologies,1
1720,2023-01-01,Coal Mined (Mt),Actual,Year-To-Date,8.05944,Deep Earth Exploration Unit,1000000
1721,2023-02-01,Coal Mined (Mt),Plan,Year-To-Date,14.91096,Deep Earth Exploration Unit,1000000
1722,2023-02-01,Coal Mined (Mt),Plan,Month,7.10196,Deep Earth Exploration Unit,1000000
1723,2023-02-01,Coal Dry Mining (Mt),Plan,Month,0.5616,ACME,1000000
1724,2023-02-01,Utility (%),Actual,Year-To-Date,42.168,Deep Earth Exploration Unit,1
1725,2023-02-01,Utility (%),Actual,Month,40.8,Deep Earth Exploration Unit,1
1726,2023-02-01,Utility (%),Plan,Year-To-Date,47.22,Deep Earth Exploration Unit,1
1727,2023-02-01,Utility (%),Plan,Month,47.748,Deep Earth Exploration Unit,1
1728,2023-02-01,Coal Mined (Mt),Actual,Year-To-Date,4.245,ACME,1000000
1729,2023-02-01,Coal Mined (Mt),Actual,Month,1.76616,ACME,1000000
1730,2023-02-01,Coal Mined (Mt),Plan,Year-To-Date,3.30432,ACME,1000000
1731,2023-02-01,Coal Mined (Mt),Plan,Month,1.22664,ACME,1000000
1732,2023-02-01,Yield (%),Actual,Year-To-Date,37.176,Deep Earth Exploration Unit,1
1733,2023-02-01,Yield (%),Actual,Month,34.872,Deep Earth Exploration Unit,1
1734,2023-02-01,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
1735,2023-02-01,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
1736,2023-02-01,Coal Dry Mining (Mt),Actual,Year-To-Date,2.41776,Deep Earth Exploration Unit,1000000
1737,2023-02-01,Coal Dry Mining (Mt),Actual,Month,0.97776,Deep Earth Exploration Unit,1000000
1738,2023-02-01,Coal Dry Mining (Mt),Actual,Year-To-Date,1.25724,ACME,1000000
1739,2023-02-01,Coal Dry Mining (Mt),Actual,Month,0.48384,ACME,1000000
1740,2023-02-01,Coal Dry Mining (Mt),Plan,Year-To-Date,1.335,ACME,1000000
1741,2023-02-01,Drills per Hour (TOH),Actual,Month,916.75368,Drill & Blast Division,1
1742,2023-02-01,Drills per Hour (TOH),Actual,Month,31050.7086,Pacific Surface Mining Solutions,1
1743,2023-02-01,Drills per Hour (TOH),Actual,Month,31820.08776,Geomining Innovations,1
1744,2023-02-01,Drills per Hour (TOH),Actual,Month,203.44224,Deep Earth Exploration Unit,1
1745,2023-02-01,Drills per Hour (TOH),Actual,Month,175.23816,ACME,1
1746,2023-02-01,Drills per Hour (TOH),Actual,Month,48228.69144,Rock Solid Enterprises,1
1747,2023-02-01,Drills per Hour (TOH),Actual,Month,4681.3044,Core Extraction Systems,1
1748,2023-02-01,Drills per Hour (TOH),Actual,Month,6613.8582,Mineral Extraction Technologies,1
1749,2023-02-01,Rate (Mt.EFH Km),Actual,Year-To-Date,3508.9758,Core Extraction Systems,1
1750,2023-02-01,Rate (Mt.EFH Km),Actual,Month,3653.01024,Core Extraction Systems,1
1751,2023-02-01,Rate (Mt.EFH Km),Actual,Year-To-Date,4248.38184,Mineral Extraction Technologies,1
1752,2023-02-01,Rate (Mt.EFH Km),Actual,Month,4270.99536,Mineral Extraction Technologies,1
1753,2023-02-01,Coal Mined (Mt),Actual,Year-To-Date,14.16372,Deep Earth Exploration Unit,1000000
1754,2023-03-01,Coal Mined (Mt),Plan,Year-To-Date,23.21592,Deep Earth Exploration Unit,1000000
1755,2023-03-01,Coal Mined (Mt),Plan,Month,8.30496,Deep Earth Exploration Unit,1000000
1756,2023-03-01,Coal Dry Mining (Mt),Plan,Month,0.5616,ACME,1000000
1757,2023-03-01,Utility (%),Actual,Year-To-Date,44.496,Deep Earth Exploration Unit,1
1758,2023-03-01,Utility (%),Actual,Month,48.912,Deep Earth Exploration Unit,1
1759,2023-03-01,Utility (%),Plan,Year-To-Date,47.4,Deep Earth Exploration Unit,1
1760,2023-03-01,Utility (%),Plan,Month,47.748,Deep Earth Exploration Unit,1
1761,2023-03-01,Coal Mined (Mt),Actual,Year-To-Date,6.44424,ACME,1000000
1762,2023-03-01,Coal Mined (Mt),Actual,Month,2.19936,ACME,1000000
1763,2023-03-01,Coal Mined (Mt),Plan,Year-To-Date,5.45112,ACME,1000000
1764,2023-03-01,Coal Mined (Mt),Plan,Month,2.1468,ACME,1000000
1765,2023-03-01,Yield (%),Actual,Year-To-Date,36.228,Deep Earth Exploration Unit,1
1766,2023-03-01,Yield (%),Actual,Month,34.488,Deep Earth Exploration Unit,1
1767,2023-03-01,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
1768,2023-03-01,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
1769,2023-03-01,Coal Dry Mining (Mt),Actual,Year-To-Date,3.81708,Deep Earth Exploration Unit,1000000
1770,2023-03-01,Coal Dry Mining (Mt),Actual,Month,1.39932,Deep Earth Exploration Unit,1000000
1771,2023-03-01,Coal Dry Mining (Mt),Actual,Year-To-Date,1.85892,ACME,1000000
1772,2023-03-01,Coal Dry Mining (Mt),Actual,Month,0.60156,ACME,1000000
1773,2023-03-01,Coal Dry Mining (Mt),Plan,Year-To-Date,1.8966,ACME,1000000
1774,2023-03-01,Drills per Hour (TOH),Actual,Month,460.07124,Drill & Blast Division,1
1775,2023-03-01,Drills per Hour (TOH),Actual,Month,31883.69868,Pacific Surface Mining Solutions,1
1776,2023-03-01,Drills per Hour (TOH),Actual,Month,36608.56356,Geomining Innovations,1
1777,2023-03-01,Drills per Hour (TOH),Actual,Month,223.43112,Deep Earth Exploration Unit,1
1778,2023-03-01,Drills per Hour (TOH),Actual,Month,158.52048,ACME,1
1779,2023-03-01,Drills per Hour (TOH),Actual,Month,45394.79256,Rock Solid Enterprises,1
1780,2023-03-01,Drills per Hour (TOH),Actual,Month,4926.36576,Core Extraction Systems,1
1781,2023-03-01,Drills per Hour (TOH),Actual,Month,6941.2578,Mineral Extraction Technologies,1
1782,2023-03-01,Rate (Mt.EFH Km),Actual,Year-To-Date,3571.45872,Core Extraction Systems,1
1783,2023-03-01,Rate (Mt.EFH Km),Actual,Month,3690.37788,Core Extraction Systems,1
1784,2023-03-01,Rate (Mt.EFH Km),Actual,Year-To-Date,4269.27096,Mineral Extraction Technologies,1
1785,2023-03-01,Rate (Mt.EFH Km),Actual,Month,4304.33532,Mineral Extraction Technologies,1
1786,2023-03-01,Coal Mined (Mt),Actual,Year-To-Date,22.0872,Deep Earth Exploration Unit,1000000
1787,2023-04-01,Coal Mined (Mt),Plan,Year-To-Date,31.11216,Deep Earth Exploration Unit,1000000
1788,2023-04-01,Coal Mined (Mt),Plan,Month,7.89624,Deep Earth Exploration Unit,1000000
1789,2023-04-01,Coal Dry Mining (Mt),Plan,Month,0.5166,ACME,1000000
1790,2023-04-01,Utility (%),Actual,Year-To-Date,46.128,Deep Earth Exploration Unit,1
1791,2023-04-01,Utility (%),Actual,Month,51.048,Deep Earth Exploration Unit,1
1792,2023-04-01,Utility (%),Plan,Year-To-Date,50.724,Deep Earth Exploration Unit,1
1793,2023-04-01,Utility (%),Plan,Month,60.672,Deep Earth  Unit,1
1794,2023-04-01,Coal Mined (Mt),Actual,Year-To-Date,8.5476,ACME,1000000
1795,2023-04-01,Coal Mined (Mt),Actual,Month,2.10324,ACME,1000000
1796,2023-04-01,Coal Mined (Mt),Plan,Year-To-Date,7.65972,ACME,1000000
1797,2023-04-01,Coal Mined (Mt),Plan,Month,2.2086,ACME,1000000
1798,2023-04-01,Yield (%),Actual,Year-To-Date,37.932,Deep Earth Exploration Unit,1
1799,2023-04-01,Yield (%),Actual,Month,43.656,Deep Earth Exploration Unit,1
1800,2023-04-01,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
1801,2019-02-01,Rate (Mt.EFH Km),Actual,Year-To-Date,6568.82856,Geomining Innovations,1
1802,2019-03-01,Rate (Mt.EFH Km),Actual,Month,2732.90304,Mineral Extraction Technologies,1
1803,2019-04-01,Rate (Mt.EFH Km),Actual,Month,3311.22744,Mineral Extraction Technologies,1
1804,2019-05-01,Coal Mined (Mt),Actual,Month,6.61716,Deep Earth Exploration Unit,1000000
1805,2019-06-01,Coal Mined (Mt),Plan,Month,1.296,ACME,1000000
1806,2019-07-01,Coal Mined (Mt),Actual,Month,6.67668,Deep Earth Exploration Unit,1000000
1807,2019-08-01,Coal Mined (Mt),Actual,Month,6.9936,Deep Earth Exploration Unit,1000000
1808,2019-09-01,Coal Mined (Mt),Actual,Month,7.16064,Deep Earth Exploration Unit,1000000
1809,2019-10-01,Coal Mined (Mt),Actual,Month,7.39836,Deep Earth Exploration Unit,1000000
1810,2019-11-01,Coal Mined (Mt),Actual,Month,4.33896,Deep Earth Exploration Unit,1000000
1811,2019-12-01,Coal Mined (Mt),Actual,Year-To-Date,72.57348,Deep Earth Exploration Unit,1000000
1812,2020-01-01,Rate (Mt.EFH Km),Actual,Month,5652.5484,Quarrying Ventures,1
1813,2020-02-01,Coal Mined (Mt),Plan,Month,6.432,Deep Earth Exploration Unit,1000000
1814,2020-03-01,Coal Mined (Mt),Plan,Month,6.9516,Deep Earth Exploration Unit,1000000
1815,2020-04-01,Coal Mined (Mt),Plan,Month,7.07532,Deep Earth Exploration Unit,1000000
1816,2020-05-01,Rate (Mt.EFH Km),Actual,Month,4725.80184,Quarrying Ventures,1
1817,2020-06-01,Coal Mined (Mt),Plan,Month,7.22472,Deep Earth Exploration Unit,1000000
1818,2020-07-01,Coal Mined (Mt),Plan,Month,7.66644,Deep Earth Exploration Unit,1000000
1819,2020-08-01,Coal Mined (Mt),Plan,Month,7.66644,Deep Earth Exploration Unit,1000000
1820,2020-09-01,Coal Mined (Mt),Plan,Month,5.06916,Deep Earth Exploration Unit,1000000
1821,2020-10-01,Rate (Mt.EFH Km),Actual,Month,8472.47616,Geomining Innovations,1
1822,2020-11-01,Coal Mined (Mt),Plan,Month,7.41912,Deep Earth Exploration Unit,1000000
1823,2020-12-01,Coal Mined (Mt),Plan,Month,7.66644,Deep Earth Exploration Unit,1000000
1824,2021-01-01,Rate (Mt.EFH Km),Actual,Year-To-Date,4038.66672,Core Extraction Systems,1
1825,2021-02-01,Coal Mined (Mt),Plan,Month,6.33912,Deep Earth Exploration Unit,1000000
1826,2021-03-01,Coal Mined (Mt),Plan,Month,7.01832,Deep Earth Exploration Unit,1000000
1827,2021-04-01,Coal Mined (Mt),Plan,Month,7.67136,Deep Earth Exploration Unit,1000000
1828,2021-05-01,Coal Mined (Mt),Plan,Month,7.92708,Deep Earth Exploration Unit,1000000
1829,2021-06-01,Coal Mined (Mt),Plan,Year-To-Date,42.49788,Deep Earth Exploration Unit,1000000
1830,2021-07-01,Coal Mined (Mt),Plan,Year-To-Date,50.2464,Deep Earth Exploration Unit,1000000
1831,2021-08-01,Coal Mined (Mt),Plan,Year-To-Date,57.84156,Deep Earth Exploration Unit,1000000
1832,2021-09-01,Coal Mined (Mt),Plan,Month,7.67136,Deep Earth Exploration Unit,1000000
1833,2021-10-01,Coal Mined (Mt),Plan,Month,7.92708,Deep Earth Exploration Unit,1000000
1834,2021-11-01,Coal Mined (Mt),Plan,Month,7.67136,Deep Earth Exploration Unit,1000000
1835,2021-12-01,Coal Mined (Mt),Plan,Month,7.92708,Deep Earth Exploration Unit,1000000
1836,2022-01-01,Coal Mined (Mt),Plan,Month,0.24108,Deep Earth Exploration Unit,1000000
1837,2022-02-01,Coal Mined (Mt),Plan,Month,0.22548,Deep Earth Exploration Unit,1000000
1838,2022-03-01,Coal Mined (Mt),Plan,Month,0.34824,Deep Earth Exploration Unit,1000000
1839,2022-04-01,Coal Mined (Mt),Plan,Month,0.25836,Deep Earth Exploration Unit,1000000
1840,2022-05-01,Coal Mined (Mt),Plan,Month,0.34944,Deep Earth Exploration Unit,1000000
1841,2022-06-01,Coal Mined (Mt),Plan,Month,0.27504,Deep Earth Exploration Unit,1000000
1842,2022-07-01,Coal Mined (Mt),Plan,Month,0.52848,Deep Earth Exploration Unit,1000000
1843,2022-08-01,Coal Mined (Mt),Plan,Month,0.71508,Deep Earth Exploration Unit,1000000
1844,2022-09-01,Coal Mined (Mt),Plan,Month,0.87696,Deep Earth Exploration Unit,1000000
1845,2022-10-01,Coal Mined (Mt),Plan,Month,1.05936,Deep Earth Exploration Unit,1000000
1846,2022-11-01,Coal Mined (Mt),Plan,Month,1.20132,Deep Earth Exploration Unit,1000000
1847,2022-12-01,Coal Mined (Mt),Plan,Month,1.46688,Deep Earth Exploration Unit,1000000
1848,2023-01-01,Coal Mined (Mt),Actual,Month,8.05944,Deep Earth Exploration Unit,1000000
1849,2023-02-01,Coal Mined (Mt),Actual,Month,6.10428,Deep Earth Exploration Unit,1000000
1850,2023-03-01,Coal Mined (Mt),Actual,Month,7.92348,Deep Earth Exploration Unit,1000000
1851,2023-04-01,Coal Mined (Mt),Actual,Month,8.22516,Deep Earth Exploration Unit,1000000
1852,2023-05-01,Coal Mined (Mt),Plan,Month,7.6818,Deep Earth Exploration Unit,1000000
1853,2023-06-01,Coal Mined (Mt),Plan,Month,7.77996,Deep Earth Exploration Unit,1000000
1854,2023-07-01,Coal Mined (Mt),Plan,Month,5.78244,Deep Earth Exploration Unit,1000000
1855,2023-08-01,Coal Mined (Mt),Plan,Month,7.86972,Deep Earth Exploration Unit,1000000
1856,2023-09-01,Coal Mined (Mt),Plan,Month,8.10828,Deep Earth Exploration Unit,1000000
1857,2023-10-01,Coal Mined (Mt),Plan,Month,7.93944,Deep Earth Exploration Unit,1000000
1858,2023-11-01,Coal Mined (Mt),Plan,Month,7.98384,Deep Earth Exploration Unit,1000000
1859,2023-12-01,Rate (Mt.EFH Km),Actual,Month,4520.637,Mineral Extraction Technologies,1
1860,2024-01-01,Rate (Mt.EFH Km),Actual,Month,3635.81808,Core Extraction Systems,1
1861,2024-02-01,Rate (Mt.EFH Km),Actual,Month,3376.64244,Core Extraction Systems,1
1862,2024-03-01,Coal Dry Mining (Mt),Plan,Month,0.44436,ACME,1000000
1863,2024-04-01,Coal Mined (Mt),Plan,Year-To-Date,18.93912,Deep Earth Exploration Unit,1000000
1864,2024-05-01,Coal Mined (Mt),Plan,Year-To-Date,18.93912,Deep Earth Exploration Unit,1000000
1865,2024-06-01,Coal Mined (Mt),Plan,Year-To-Date,18.93912,Deep Earth Exploration Unit,1000000
1866,2024-07-01,Coal Mined (Mt),Plan,Year-To-Date,18.93912,Deep Earth Exploration Unit,1000000
1867,2024-08-01,Coal Mined (Mt),Plan,Year-To-Date,18.93912,Deep Earth Exploration Unit,1000000
1868,2024-09-01,Coal Mined (Mt),Plan,Year-To-Date,18.93912,Deep Earth Exploration Unit,1000000
1869,2024-10-01,Coal Mined (Mt),Plan,Year-To-Date,18.93912,Deep Earth Exploration Unit,1000000
1870,2024-11-01,Coal Mined (Mt),Plan,Year-To-Date,18.93912,Deep Earth Exploration Unit,1000000
1871,2024-12-01,Coal Mined (Mt),Plan,Year-To-Date,18.93912,Deep Earth Exploration Unit,1000000
1872,2023-04-01,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
1873,2023-04-01,Coal Dry Mining (Mt),Actual,Year-To-Date,5.3772,Deep Earth Exploration Unit,1000000
1874,2023-04-01,Coal Dry Mining (Mt),Actual,Month,1.56024,Deep Earth Exploration Unit,1000000
1875,2023-04-01,Coal Dry Mining (Mt),Actual,Year-To-Date,2.45568,ACME,1000000
1876,2023-04-01,Coal Dry Mining (Mt),Actual,Month,0.59676,ACME,1000000
1877,2023-04-01,Coal Dry Mining (Mt),Plan,Year-To-Date,2.4132,ACME,1000000
1878,2023-04-01,Drills per Hour (TOH),Actual,Month,565.89276,Drill & Blast Division,1
1879,2023-04-01,Drills per Hour (TOH),Actual,Month,30763.9662,Pacific Surface Mining Solutions,1
1880,2023-04-01,Drills per Hour (TOH),Actual,Month,30647.43312,Geomining Innovations,1
1881,2023-04-01,Drills per Hour (TOH),Actual,Month,236.4216,Deep Earth Exploration Unit,1
1882,2023-04-01,Drills per Hour (TOH),Actual,Month,136.34376,ACME,1
1883,2023-04-01,Drills per Hour (TOH),Actual,Month,47914.88244,Rock Solid Enterprises,1
1884,2023-04-01,Drills per Hour (TOH),Actual,Month,5101.6572,Core Extraction Systems,1
1885,2023-04-01,Drills per Hour (TOH),Actual,Month,7073.15616,Mineral Extraction Technologies,1
1886,2023-04-01,Rate (Mt.EFH Km),Actual,Year-To-Date,3727.52196,Core Extraction Systems,1
1887,2023-04-01,Rate (Mt.EFH Km),Actual,Month,4164.3048,Core Extraction Systems,1
1888,2023-04-01,Rate (Mt.EFH Km),Actual,Year-To-Date,4488.2928,Mineral Extraction Technologies,1
1889,2023-04-01,(Mt.EFH Km),Actual,Month,5105.95284,Mineral Extraction Technologies,1
1890,2023-04-01,Coal Mined (Mt),Actual,Year-To-Date,30.31224,Deep Earth Exploration Unit,1000000
1891,2023-05-01,Coal Mined (Mt),Actual,Year-To-Date,10.63104,ACME,1000000
1892,2023-05-01,Coal Mined (Mt),Actual,Month,2.08356,ACME,1000000
1893,2023-05-01,Coal Dry Mining (Mt),Plan,Month,0.6696,ACME,1000000
1894,2023-05-01,Utility (%),Actual,Year-To-Date,46.752,Deep Earth Exploration Unit,1
1895,2023-05-01,Utility (%),Actual,Month,49.176,Deep Earth Exploration Unit,1
1896,2023-05-01,Utility (%),Plan,Year-To-Date,52.764,Deep Earth Exploration Unit,1
1897,2023-05-01,Utility (%),Plan,Month,60.672,Deep Earth Exploration Unit,1
1898,2023-05-01,Coal Mined (Mt),Plan,Year-To-Date,9.90708,ACME,1000000
1899,2023-05-01,Coal Mined (Mt),Plan,Month,2.24736,ACME,1000000
1900,2023-05-01,Yield (%),Actual,Year-To-Date,38.352,Deep Earth Exploration Unit,1
1901,2023-05-01,Yield (%),Actual,Month,40.164,Deep Earth Exploration Unit,1
1902,2023-05-01,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
1903,2023-05-01,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
1904,2023-05-01,Coal Dry Mining (Mt),Actual,Year-To-Date,7.10508,Deep Earth Exploration Unit,1000000
1905,2023-05-01,Coal Dry Mining (Mt),Actual,Month,1.72776,Deep Earth Exploration Unit,1000000
1906,2023-05-01,Coal Dry Mining (Mt),Plan,Year-To-Date,0.96864,Deep Earth Exploration Unit,1000000
1907,2023-05-01,Coal Dry Mining (Mt),Plan,Month,0.96864,Deep Earth Exploration Unit,1000000
1908,2023-05-01,Coal Dry Mining (Mt),Actual,Year-To-Date,3.10188,ACME,1000000
1909,2023-05-01,Coal Dry Mining (Mt),Actual,Month,0.6462,ACME,1000000
1910,2023-05-01,Coal Dry Mining (Mt),Plan,Year-To-Date,3.0828,ACME,1000000
1911,2023-05-01,Drills per Hour (TOH),Actual,Month,478.36128,Drill & Blast Division,1
1912,2023-05-01,Drills per Hour (TOH),Actual,Month,31653.1152,Pacific Surface Mining Solutions,1
1913,2023-05-01,Drills per Hour (TOH),Actual,Month,20073.68832,Geomining Innovations,1
1914,2023-05-01,Drills per Hour (TOH),Actual,Month,239.23632,Deep Earth Exploration Unit,1
1915,2023-05-01,Drills per Hour (TOH),Actual,Month,132.95724,ACME,1
1916,2023-05-01,Drills per Hour (TOH),Actual,Month,49401.79536,Rock Solid Enterprises,1
1917,2023-05-01,Drills per Hour (TOH),Actual,Month,4686.56616,Core Extraction Systems,1
1918,2023-05-01,Drills per Hour (TOH),Actual,Month,6937.06104,Mineral Extraction Technologies,1
1919,2023-05-01,Rate (Mt.EFH Km),Actual,Year-To-Date,3829.08528,Core Extraction Systems,1
1920,2023-05-01,Rate (Mt.EFH Km),Actual,Month,4174.81284,Core Extraction Systems,1
1921,2023-05-01,Rate (Mt.EFH Km),Actual,Year-To-Date,4652.3418,Mineral Extraction Technologies,1
1922,2023-05-01,Rate (Mt.EFH Km),Actual,Month,5258.80704,Mineral Extraction Technologies,1
1923,2023-05-01,Coal Mined (Mt),Actual,Year-To-Date,38.4492,Deep Earth Exploration Unit,1000000
1924,2023-05-01,Coal Mined (Mt),Actual,Month,8.13684,Deep Earth Exploration Unit,1000000
1925,2023-05-01,Coal Mined (Mt),Plan,Year-To-Date,38.79384,Deep Earth Exploration Unit,1000000
1926,2023-06-01,Coal Mined (Mt),Actual,Year-To-Date,12.20088,ACME,1000000
1927,2023-06-01,Coal Mined (Mt),Actual,Month,1.56972,ACME,1000000
1928,2023-06-01,Coal Dry Mining (Mt),Plan,Month,0.50412,ACME,1000000
1929,2023-06-01,Utility (%),Actual,Year-To-Date,47.748,Deep Earth Exploration Unit,1
1930,2023-06-01,Utility (%),Actual,Month,52.728,Deep Earth Exploration Unit,1
1931,2023-06-01,Utility (%),Plan,Year-To-Date,54.072,Deep Earth Exploration Unit,1
1932,2023-06-01,Utility (%),Plan,Month,60.672,Deep Earth Exploration Unit,1
1933,2023-06-01,Coal Mined (Mt),Plan,Year-To-Date,12.08196,ACME,1000000
1934,2023-06-01,Coal Mined (Mt),Plan,Month,2.17488,ACME,1000000
1935,2023-06-01,Yield (%),Actual,Year-To-Date,39.084,Deep Earth Exploration Unit,1
1936,2023-06-01,Yield (%),Actual,Month,42.396,Deep Earth Exploration Unit,1
1937,2023-06-01,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
1938,2023-06-01,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
1939,2023-06-01,Coal Dry Mining (Mt),Actual,Year-To-Date,8.54256,Deep Earth Exploration Unit,1000000
1940,2023-06-01,Coal Dry Mining (Mt),Actual,Month,1.43844,Deep Earth Exploration Unit,1000000
1941,2023-06-01,Coal Dry Mining (Mt),Plan,Year-To-Date,3.87552,Deep Earth Exploration Unit,1000000
1942,2023-06-01,Coal Dry Mining (Mt),Plan,Month,2.90676,Deep Earth Exploration Unit,1000000
1943,2023-06-01,Coal Dry Mining (Mt),Actual,Year-To-Date,3.60612,ACME,1000000
1944,2023-06-01,Coal Dry Mining (Mt),Actual,Month,0.50412,ACME,1000000
1945,2023-06-01,Coal Dry Mining (Mt),Plan,Year-To-Date,3.58692,ACME,1000000
1946,2023-06-01,Drills per Hour (TOH),Actual,Month,454.63464,Drill & Blast Division,1
1947,2023-06-01,Drills per Hour (TOH),Actual,Month,31566.87204,Pacific Surface Mining Solutions,1
1948,2023-06-01,Drills per Hour (TOH),Actual,Month,20707.569,Geomining Innovations,1
1949,2023-06-01,Drills per Hour (TOH),Actual,Month,252.62772,Deep Earth Exploration Unit,1
1950,2023-06-01,Drills per Hour (TOH),Actual,Month,145.28508,ACME,1
1951,2023-06-01,Drills per Hour (TOH),Actual,Month,49653.10968,Rock Solid Enterprises,1
1952,2023-06-01,Drills per Hour (TOH),Actual,Month,4861.89192,Core Extraction Systems,1
1953,2023-06-01,Drills per Hour (TOH),Actual,Month,7018.6686,Mineral Extraction Technologies,1
1954,2023-06-01,Rate (Mt.EFH Km),Actual,Year-To-Date,3858.64836,Core Extraction Systems,1
1955,2023-06-01,Rate (Mt.EFH Km),Actual,Month,,Core Extraction Systems,1
1956,2023-06-01,Rate (Mt.EFH Km),Actual,Year-To-Date,4734.3948,Mineral Extraction Technologies,1
1957,2023-06-01,Rate (Mt.EFH Km),Actual,Month,5132.63256,Mineral Extraction Technologies,1
1958,2023-06-01,Coal Mined (Mt),Actual,Year-To-Date,46.35852,Deep Earth Exploration Unit,1000000
1959,2023-06-01,Coal Mined (Mt),Actual,Month,7.90932,Deep Earth Exploration Unit,1000000
1960,2023-06-01,Coal Mined (Mt),Plan,Year-To-Date,46.57392,Deep Earth Exploration Unit,1000000
1961,2023-07-01,Coal Mined (Mt),Actual,Year-To-Date,13.96368,ACME,1000000
1962,2023-07-01,Coal Mined (Mt),Actual,Month,1.76292,ACME,1000000
1963,2023-07-01,Coal Dry Mining (Mt),Plan,Month,0.6594,ACME,1000000
1964,2023-07-01,Utility (%),Actual,Year-To-Date,47.244,Deep Earth Exploration Unit,1
1965,2023-07-01,Utility (%),Actual,Month,44.292,Deep Earth Exploration Unit,1
1966,2023-07-01,Utility (%),Plan,Year-To-Date,53.856,Deep Earth Exploration Unit,1
1967,2023-07-01,Utility (%),Plan,Month,52.572,Deep Earth Exploration Unit,1
1968,2023-07-01,Coal Mined (Mt),Plan,Year-To-Date,14.0856,ACME,1000000
1969,2023-07-01,Coal Mined (Mt),Plan,Month,2.00364,ACME,1000000
1970,2023-07-01,Yield (%),Actual,Year-To-Date,39.12,Deep Earth Exploration Unit,1
1971,2023-07-01,Yield (%),Actual,Month,39.312,Deep Earth Exploration Unit,1
1972,2023-07-01,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
1973,2023-07-01,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
1974,2023-07-01,Coal Dry Mining (Mt),Actual,Year-To-Date,9.78288,Deep Earth Exploration Unit,1000000
1975,2023-07-01,Coal Dry Mining (Mt),Actual,Month,1.24032,Deep Earth Exploration Unit,1000000
1976,2023-07-01,Coal Dry Mining (Mt),Plan,Year-To-Date,6.41352,Deep Earth Exploration Unit,1000000
1977,2023-07-01,Coal Dry Mining (Mt),Plan,Month,2.538,Deep Earth Exploration Unit,1000000
1978,2023-07-01,Coal Dry Mining (Mt),Actual,Year-To-Date,4.26552,ACME,1000000
